Exception ignored in: <_io.FileIO name='/tmp/tmpdjn0drs4wandb-media/2tt0gicx.graph.json' mode='wb' closefd=True>
ResourceWarning: unclosed file <_io.BufferedWriter name='/tmp/tmpdjn0drs4wandb-media/2tt0gicx.graph.json'>
Exception ignored in: <_io.FileIO name='/tmp/tmpdjn0drs4wandb-media/2tt0gicx.graph.json' mode='rb' closefd=True>
ResourceWarning: unclosed file <_io.BufferedReader name='/tmp/tmpdjn0drs4wandb-media/2tt0gicx.graph.json'>
Epoch 0, Train Loss: 181.91, Val Loss: 87.34, Test Loss: 87.08
Epoch 64, Train Loss: 87.10, Val Loss: 87.18, Test Loss: 86.92
Epoch 65, Train Loss: 87.10, Val Loss: 87.19, Test Loss: 86.92
Epoch 66, Train Loss: 87.10, Val Loss: 87.17, Test Loss: 86.91
Epoch    68: reducing learning rate of group 0 to 1.3348e-02.
Epoch 67, Train Loss: 87.10, Val Loss: 87.21, Test Loss: 86.95
Epoch 68, Train Loss: 87.09, Val Loss: 87.16, Test Loss: 86.89
Epoch 69, Train Loss: 87.09, Val Loss: 87.17, Test Loss: 86.90
Epoch 70, Train Loss: 87.09, Val Loss: 87.17, Test Loss: 86.90
Epoch 71, Train Loss: 87.09, Val Loss: 87.17, Test Loss: 86.90
Epoch 72, Train Loss: 87.09, Val Loss: 87.16, Test Loss: 86.90
Epoch    74: reducing learning rate of group 0 to 1.0011e-02.
Epoch 73, Train Loss: 87.09, Val Loss: 87.16, Test Loss: 86.89
Epoch 74, Train Loss: 87.08, Val Loss: 87.16, Test Loss: 86.89
Epoch 75, Train Loss: 87.08, Val Loss: 87.15, Test Loss: 86.89
Epoch 76, Train Loss: 87.08, Val Loss: 87.15, Test Loss: 86.89
Epoch 77, Train Loss: 87.08, Val Loss: 87.15, Test Loss: 86.89
Epoch 78, Train Loss: 87.08, Val Loss: 87.15, Test Loss: 86.89
Epoch 79, Train Loss: 87.08, Val Loss: 87.16, Test Loss: 86.89
Epoch 80, Train Loss: 87.08, Val Loss: 87.16, Test Loss: 86.89
Epoch    82: reducing learning rate of group 0 to 7.5085e-03.
Epoch 81, Train Loss: 87.08, Val Loss: 87.15, Test Loss: 86.89
Epoch 82, Train Loss: 87.07, Val Loss: 87.15, Test Loss: 86.89
Epoch 83, Train Loss: 87.07, Val Loss: 87.14, Test Loss: 86.88
Epoch 84, Train Loss: 87.07, Val Loss: 87.14, Test Loss: 86.88
Epoch 85, Train Loss: 87.07, Val Loss: 87.14, Test Loss: 86.88
Epoch 86, Train Loss: 87.07, Val Loss: 87.15, Test Loss: 86.89
Epoch 87, Train Loss: 87.07, Val Loss: 87.15, Test Loss: 86.88
Epoch 88, Train Loss: 87.07, Val Loss: 87.15, Test Loss: 86.89
Epoch    90: reducing learning rate of group 0 to 5.6314e-03.
Epoch 89, Train Loss: 87.07, Val Loss: 87.15, Test Loss: 86.88
Epoch 90, Train Loss: 87.07, Val Loss: 87.14, Test Loss: 86.88
Epoch 91, Train Loss: 87.07, Val Loss: 87.15, Test Loss: 86.88
Epoch 92, Train Loss: 87.07, Val Loss: 87.14, Test Loss: 86.88
Epoch 93, Train Loss: 87.07, Val Loss: 87.14, Test Loss: 86.88
Epoch 94, Train Loss: 87.07, Val Loss: 87.14, Test Loss: 86.88
Epoch    96: reducing learning rate of group 0 to 4.2235e-03.
Epoch 95, Train Loss: 87.06, Val Loss: 87.14, Test Loss: 86.88
Epoch 96, Train Loss: 87.06, Val Loss: 87.14, Test Loss: 86.88
Epoch 97, Train Loss: 87.06, Val Loss: 87.13, Test Loss: 86.88
Epoch 98, Train Loss: 87.06, Val Loss: 87.14, Test Loss: 86.87
Epoch 99, Train Loss: 87.06, Val Loss: 87.14, Test Loss: 86.88
